images,name,url,webshop,price,image_urls,desc
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/253951.jpg', 'path': 'full/f149aba49f0a175ef94ffb500e6a0e74c998e494.jpg', 'checksum': '3ab5f9d03521ca358e9e85b92d4a6698'}]",Zotac GeForce GTX 980 AMP! Extreme Edition 4GB,/productinfo/253951/zotac-geforce-gtx-980-amp!-extreme-edition-4gb,Hardware.info,"€ 699,94",http://content.hwigroup.net/images/products/micro_thumbs/253951.jpg,"Nvidia GeForce GTX 980, DirectX 11.2, PCI-Express 3.0 x16, 1291 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/208260.jpg', 'path': 'full/263a8c537635cd680f20c4a739bbbc0d84e1ff88.jpg', 'checksum': 'fb5915fe29b7e288f7222938d1257943'}]",Club 3D Radeon R9 280 royalKing 3GB,/productinfo/208260/club-3d-radeon-r9-280-royalking-3gb,Hardware.info,"€ 199,97",http://content.hwigroup.net/images/products/micro_thumbs/208260.jpg,"AMD Radeon R9 280, DirectX 11.2, PCI-Express 3.0 x16, 960 MHz, 3072 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/210763.jpg', 'path': 'full/9841b6992e8d8f011459d06704bdfc6ad318dad7.jpg', 'checksum': 'c237e811dd83f8998e8b9babaa58714e'}]",MSI Radeon R9 280X Gaming 6GB,/productinfo/210763/msi-radeon-r9-280x-gaming-6gb,Hardware.info,"€ 336,94",http://content.hwigroup.net/images/products/micro_thumbs/210763.jpg,"AMD Radeon R9 280X, DirectX 11.2, PCI-Express 3.0 x16, 1050 MHz, 6144 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/147204.jpg', 'path': 'full/2246d59c6f34fe5179f9eeb28630711371171dca.jpg', 'checksum': 'e9cfc3d2ed05465a1a753f5547fb333c'}]",Sapphire Radeon HD 7750 Ultimate 1GB,/productinfo/147204/sapphire-radeon-hd-7750-ultimate-1gb,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/147204.jpg,"AMD Radeon HD 7750, DirectX 11.1, PCI-Express 3.0 x16, 800 MHz, 1024 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/221301.jpg', 'path': 'full/38a5d140f027a6e32a7fe69e7d56da036ca3367e.jpg', 'checksum': '4873cc7c657dcff7c99aa36bc546fb3a'}]",ASUS GeForce GTX 780 Strix OC 6GB,/productinfo/221301/asus-geforce-gtx-780-strix-oc-6gb,Hardware.info,"€ 635,24",http://content.hwigroup.net/images/products/micro_thumbs/221301.jpg,"Nvidia GeForce GTX 780, DirectX 11.0, PCI-Express 3.0 x16, 889 MHz, 6144 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/199974.jpg', 'path': 'full/21c47bb2e2f384c1ae09681f4045063a7d90f00c.jpg', 'checksum': '2b1b2d6ac365ae977f9a053f2d9ae19a'}]",ASUS Radeon R9 270X DirectCu II Top 2GB,/productinfo/199974/asus-radeon-r9-270x-directcu-ii-top-2gb,Hardware.info,"€ 194,84",http://content.hwigroup.net/images/products/micro_thumbs/199974.jpg,"AMD Radeon R9 270X, DirectX 11.2, PCI-Express 3.0 x16, 1120 MHz, 2048 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/209046.jpg', 'path': 'full/197cda6418c52e741d3a9afe2e34ea0c404750cf.jpg', 'checksum': '572fd6eaf712b42bbfbfc26bbaf93ec5'}]",Club 3D Radeon R9 290X royalAce 4GB,/productinfo/209046/club-3d-radeon-r9-290x-royalace-4gb,Hardware.info,"€ 417,59",http://content.hwigroup.net/images/products/micro_thumbs/209046.jpg,"AMD Radeon R9 290X, DirectX 11.2, PCI-Express 3.0 x16, 1050 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/116135.jpg', 'path': 'full/b99847609c6551a49e5cc0e2b6d5f72140009122.jpg', 'checksum': 'dba7cd6eeed669b1ca1cd1b8a0d95590'}]",MSI N560GTX-Ti Twin Frozr II OC 1GB,/productinfo/116135/msi-n560gtx-ti-twin-frozr-ii-oc-1gb,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/116135.jpg,"Nvidia GeForce GTX 560 Ti, DirectX 11.0, PCI-Express x16, 880 MHz, 1024 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/210433.jpg', 'path': 'full/282d83e59cba61a6b857b6f8ec64fc74d30967b8.jpg', 'checksum': 'ea5e00870848a466bf91ce3c8d5644be'}]",MSI Radeon R9 280 Gaming 3GB,/productinfo/210433/msi-radeon-r9-280-gaming-3gb,Hardware.info,"€ 212,80",http://content.hwigroup.net/images/products/micro_thumbs/210433.jpg,"AMD Radeon R9 280, DirectX 11.2, PCI-Express 3.0 x16, 933 MHz, 3072 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/244573.jpg', 'path': 'full/767b2e59ed9f06aed94f3a75cd7b15e5575fb461.jpg', 'checksum': '7436fda52caada2c7420bf41dc772f99'}]",ASUS GeForce GTX 780 3GB,/productinfo/244573/asus-geforce-gtx-780-3gb,Hardware.info,"€ 339,79",http://content.hwigroup.net/images/products/micro_thumbs/244573.jpg,"Nvidia GeForce GTX 780, DirectX 11.1, 863 MHz, 3072 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/256690.jpg', 'path': 'full/f76c0cec959c94489f27bca7fda344841460b062.jpg', 'checksum': 'c843f5a100536a98ce575984fd1530c5'}]",EVGA GeForce GTX 980 Classified 4GB,/productinfo/256690/evga-geforce-gtx-980-classified-4gb,Hardware.info,"€ 1.313,62",http://content.hwigroup.net/images/products/micro_thumbs/256690.jpg,"Nvidia GeForce GTX 980, DirectX 11.2, PCI-Express 3.0 x16, 1291 MHz, 4096 MB"
