price,name,desc
"€ 52,60",Alcatel One Touch 20.07D Dark Chocolate,
"€ 52,60",Alcatel One Touch 20.07D Grey,
,Alcatel One Touch 997D White,"Android, MediaTek MT6577, 4.3 inch, 800x480, 8 MPixel, 144 gram"
"€ 95,10",Alcatel One Touch Pop C3 4033D,"Android, 4 inch, 800x480, 3.2 MPixel, 110 gram"
"€ 168,58",Alcatel One Touch Pop C9 Black,1920x1080
"€ 149,00",Alcatel One Touch Pop S3 Lite Slate,
,Apple iPhone 4 32GB White,"iOS, 3.5 inch, 960x640, 5 MPixel, 137 gram"
,Apple iPhone 4S 64GB White,"iOS, Apple A5, 3.5 inch, 960x640, 8 MPixel, 139 gram"
"€ 828,87",Apple iPhone 5 64GB Black,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 112 gram"
"€ 597,05",Apple iPhone 5c 16GB Pink,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 132 gram"
"€ 545,67",Apple iPhone 5c 16GB White,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 132 gram"
,,
"€ 683,78",Apple iPhone 5c 32GB Pink,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 132 gram"
"€ 689,86",Apple iPhone 5s 32GB Silver,"iOS, Apple A7, 4 inch, 1136x640, 8 MPixel, 112 gram"
"€ 868,54",Apple iPhone 5s 64GB Silver,"iOS, Apple A7, 4 inch, 1136x640, 8 MPixel, 112 gram"
"€ 848,89",Apple iPhone 6 Plus 16GB Silver,"iOS, Apple A8, 5.5 inch, 1920x1080, 8 MPixel, 172 gram"
"€ 947,94",Apple iPhone 6 Plus 64GB Silver,"iOS, Apple A8, 5.5 inch, 1920x1080, 8 MPixel, 172 gram"
"€ 154,65",Archos 45 Helium 4G,"Android, 4.5 inch, 854x480, 5 MPixel, 140 gram"
"€ 61,74",Bea-fon SL320 Red,
"€ 173,53",Doro Secure 580 IUP Silver,100 gram
"€ 196,15",HTC Desire 510 White,"Android, Qualcomm Snapdragon 410 (8916), 4.7 inch, 854x480, 5 MPixel, 158 gram"
"€ 260,85",HTC Desire 601 Black,"Android, 4.5 inch, 960x540, 5 MPixel, 130 gram"
,HTC Evo 4G,"Android, Qualcomm Snapdragon S1 (QSD8650), 4.3 inch, 800x480, 8 MPixel"
"€ 594,51",HTC One M8 Grey,
"€ 325,45",HTC One Mini Silver,"Android, Qualcomm Snapdragon 400 (8930), 4.3 inch, 1280x720, 4 MPixel, 122 gram"
,HTC Wildfire S Black,"Android, Qualcomm Snapdragon S1 (MSM7227), 3.2 inch, 480x320, 5 MPixel, 105 gram"
"€ 256,91",Huawei Ascend G750 Black,"Android, 5.5 inch, 1280x720, 13 MPixel, 162 gram"
,Huawei Ascend P1 U9200 White,"Android, 4.3 inch, 960x540, 8 MPixel, 110 gram"
"€ 268,91",Huawei Ascend P7 Mini White,"Android, 4.5 inch, 960x540, 8 MPixel, 115 gram"
"€ 227,59",LG G Pro Lite Black (dual sim),"Android, MediaTek MT6577, 5.5 inch, 960x540, 8 MPixel, 161 gram"
"€ 198,36",LG G2 Mini Gold,"Android, Qualcomm Snapdragon 400 (8226), 4.7 inch, 960x540, 8 MPixel, 125 gram"
"€ 213,52",LG G2 Mini White,"Android, Qualcomm Snapdragon 400 (8226), 4.7 inch, 960x540, 8 MPixel, 125 gram"
"€ 592,61",LG G3 32GB White,"Android, Qualcomm Snapdragon 801 (8974AC), 5.5 inch, 2560x1440, 13 MPixel, 149 gram"
"€ 192,29",LG L80 White,"Android, 5 inch, 800x480, 8 MPixel, 133 gram"
"€ 92,05",LG Optimus L1 II White,"Android, Qualcomm Snapdragon S1 (MSM7225), 3 inch, 320x240, 2 MPixel, 105 gram"
,LG Optimus L7 Black,"Android, Qualcomm Snapdragon S1 (MSM7227A), 4.3 inch, 800x480, 5 MPixel, 122 gram"
"€ 29,33",Nokia 130 White (dual sim),
,Nokia 1662 Black,"1.8 inch, 82 gram"
"€ 58,09",Nokia 206 Blue,"2.4 inch, 320x240, 1.3 MPixel, 91 gram"
"€ 59,93",Nokia 206 White,"2.4 inch, 320x240, 1.3 MPixel, 91 gram"
"€ 45,28",Nokia 220 Black,"2.4 inch, 320x240, 2 MPixel, 83.6 gram"
,Nokia 301 Black (dual sim),
,Nokia 301 Blue (dual sim),"2.4 inch, 102 gram"
"€ 75,40",Nokia 301 Yellow (dual sim),"2.4 inch, 320x240, 3.2 MPixel, 102 gram"
"€ 681,50",Nokia 808 PureView Black,"Symbian, 4 inch, 640x360, 41 MPixel, 169 gram"
"€ 75,55",Nokia Asha 210 Black (BE),"2.4 inch, 320x240, 2 MPixel, 99.5 gram"
"€ 67,86",Nokia Asha 210 Cyan,"2.4 inch, 320x240, 2 MPixel, 99.5 gram"
"€ 85,45",Nokia Asha 501 Black (dual sim),"Android, 3 inch, 320x240, 3.2 MPixel, 98 gram"
"€ 85,00",Nokia Asha 501 Blue,"Android, 3 inch, 320x240, 3.2 MPixel, 98 gram"
"€ 378,06",Nokia Lumia 1020 64GB Yellow,
"€ 284,50",Nokia Lumia 1320 Orange,"Windows Phone, Qualcomm Snapdragon 400 (8930AB), 6 inch, 1280x720, 5 MPixel, 220 gram"
"€ 271,82",Nokia Lumia 1320 Yellow,"Windows Phone, Qualcomm Snapdragon 400 (8930AB), 6 inch, 1280x720, 5 MPixel, 220 gram"
"€ 540,73",Nokia Lumia 1520 Yellow,"Windows Phone, Qualcomm Snapdragon 800 (8974), 6 inch, 1920x1080, 20 MPixel, 209 gram"
"€ 98,17",Nokia Lumia 530 White,"Windows Phone, Qualcomm Snapdragon 200 (8212), 4 inch, 854x480, 5 MPixel, 129 gram"
"€ 201,38",Nokia Lumia 625 White,"Windows Phone, 4.7 inch, 800x480, 5 MPixel, 159 gram"
,Nokia Lumia 820 Black,"Windows Phone, 4.3 inch, 800x480, 8 MPixel, 160 gram"
"€ 652,18",Nokia Lumia 920 Yellow,"Windows Phone, Qualcomm Snapdragon S4 Plus (MSM8960), 4.5 inch, 1280x768, 8.7 MPixel, 186 gram"
,Nokia XL Black,"Android, Qualcomm Snapdragon S4 Play (MSM8225), 5 inch, 800x480, 5 MPixel, 190 gram"
,Oppo Find 7 Black,"Android, Qualcomm Snapdragon 801 (8974AC), 5.5 inch, 2560x1440, 13 MPixel, 173 gram"
"€ 89,95",Samsung 7330 Omnia Pro Black,"Windows Mobile, 2.62 inch, 3.2 MPixel, 107 gram"
,Samsung E1190 Ocean Blue,"1.43 inch, 71.2 gram"
,Samsung F480i TouchWiz Ice Silver,"2.8 inch, 106 gram"
,,
"€ 195,28",Samsung Galaxy Ace 4 White,"Android, 4 inch, 800x480, 5 MPixel, 130 gram"
"€ 178,89",Samsung Galaxy Core Duos Grey,"Android, 4.3 inch, 800x480, 5 MPixel, 124 gram"
"€ 97,03",Samsung Galaxy Fame Lite White,"Android, 3.5 inch, 480x320, 3 MPixel, 119.8 gram"
,Samsung Galaxy Gio Black,"Android, Qualcomm Snapdragon S1 (MSM7227), 3.2 inch, 480x320, 3 MPixel, 102 gram"
"€ 176,26",Samsung Galaxy Grand Neo Duos Black,
"€ 222,33",Samsung Galaxy Grand White,"Android, 5 inch, 800x480, 8 MPixel, 162 gram"
"€ 474,16",Samsung Galaxy K Zoom Blue,"Android, Samsung Exynos 5260, 4.8 inch, 1280x720, 20.7 MPixel, 200 gram"
"€ 446,20",Samsung Galaxy K Zoom White,"Android, Samsung Exynos 5260, 4.8 inch, 1280x720, 20.7 MPixel, 200 gram"
"€ 144,72",Samsung Galaxy S Duos 2 Black,"Android, 800x480, 5 MPixel, 118 gram"
"€ 186,69",Samsung Galaxy S III Mini Brown,"Android, 4 inch, 800x480, 5 MPixel, 111.5 gram"
"€ 156,88",Samsung Galaxy S III Mini Lite Grey,"Android, 4 inch, 800x480, 5 MPixel, 112 gram"
"€ 504,07",Samsung Galaxy S4 Black Mist,"5 inch, 1920x1080, 13 MPixel"
"€ 534,69",Samsung Galaxy S4 Blue,"Android, 5 inch, 1920x1080, 13 MPixel, 130 gram"
"€ 280,07",Samsung Galaxy S4 Mini Purple,"Android, Qualcomm Snapdragon 400 (8930AB), 4.3 inch, 960x540, 8 MPixel, 110 gram"
"€ 394,06",Samsung Galaxy S4 Value Edition Silver,"Android, 5 inch, 1920x1080, 13 MPixel, 130 gram"
"€ 568,60",Samsung Galaxy S5 Blue,"Android, Qualcomm Snapdragon 801 (8974AC), 5.1 inch, 1920x1080, 16 MPixel, 145 gram"
"€ 383,54",Samsung Galaxy S5 Mini White,"Android, Samsung Exynos 3470, 4.5 inch, 1280x720, 8 MPixel, 120 gram"
"€ 81,31",Samsung Galaxy Y S5360 Grey,"Android, Broadcom BCM21553, 3 inch, 320x240, 2 MPixel, 97 gram"
,Samsung Galaxy Young Duo Black,"Android, 3.27 inch, 640x480, 3.2 MPixel, 112 gram"
,Sony Ericsson LT18I Xperia Arc S Black,"Android, 4.2 inch, 854x480, 8.1 MPixel, 117 gram"
"€ 79,99",Sony Ericsson Mix Walkman Pink,"3 inch, 400x240, 88 gram"
"€ 115,66",Sony Xperia E1 Dual Black,"Android, Qualcomm Snapdragon 200 (8210), 4 inch, 800x480, 3.15 MPixel, 120 gram"
,Sony Xperia Go Black,"Android, ST-Ericsson NovaThor U8500, 3.5 inch, 480x320, 5 MPixel, 110 gram"
,Sony Xperia P LT22i Black,"Android, ST-Ericsson NovaThor U8500, 4.0 inch, 960x540, 8 MPixel, 122 gram"
,Sony Xperia SP Red,"Android, Qualcomm Snapdragon S4 Pro (MSM8960T), 4.6 inch, 1280x720, 8 MPixel, 155 gram"
,Sony Xperia Style T3 Purple,
"€ 325,96",Sony Xperia Style T3 White,
"€ 386,81",Sony Xperia Z1 Compact Green,"Android, 4.3 inch, 1280x720, 20.7 MPixel, 137 gram"
"€ 431,37",Sony Xperia ZR Black,"Android, Qualcomm Snapdragon S4 Pro (APQ8064), 4.55 inch, 1280x720, 13.1 MPixel, 138 gram"
"€ 441,90",Sony Xperia ZR White,"Android, Qualcomm Snapdragon S4 Pro (APQ8064), 4.55 inch, 1280x720, 13.1 MPixel, 138 gram"
"€ 140,01",Wiko Bloom Turquoise,"Android, 4.7 inch, 800x480, 5 MPixel"
"€ 180,04",Wiko Darkmoon Black,"Android, 4.7 inch, 1280x720, 8 MPixel, 110 gram"
"€ 262,21",Wiko Darkside Blue,"Android, 5.7 inch, 1280x720, 12 MPixel, 194 gram"
"€ 266,66",Wiko Darkside Silver,"Android, 5.7 inch, 1280x720, 12 MPixel, 194 gram"
"€ 334,02",Wiko Highway Purple,"Android, 5 inch, 1920x1080, 16 MPixel, 154 gram"
"€ 86,59",Wiko Sunset Black,"Android, 4 inch, 2 MPixel, 113 gram"
,Yarvik Ingenia Horizon,"Android, 5 inch, 800x480, 5 MPixel, 198 gram"
,Yarvik Ingenia Synchro,"Android, MediaTek MT6577, 4.5 inch, 960x540, 8 MPixel, 165 gram"
"€ 82,03",Yarvik SMP35-200,"Android, 3.5 inch, 480x320, 2 MPixel, 115 gram"
,ASUS PadFone 2 32GB Black,"Android, Qualcomm Snapdragon S4 Pro (APQ8064), 4.7 inch, 1280x720, 13 MPixel, 136 gram"
,ASUS ZenFone 5 Red,
"€ 99,00",Acer Liquid E1 Dual Sim Black,"Android, MediaTek MT6577, 4.5 inch, 960x540, 5 MPixel, 135 gram"
,Acer Liquid E1 White,"Android, MediaTek MT6577, 4.5 inch, 960x540, 5 MPixel, 135 gram"
,Acer Liquid E2 Black,"Android, MediaTek MT6589, 4.5 inch, 960x540, 8 MPixel, 145 gram"
"€ 175,53",Acer Liquid E3 Duo Black,"Android, 4.7 inch, 1280x720, 13 MPixel, 135 gram"
"€ 234,69",Acer Liquid E3 Duo Plus Titanium,"Android, MediaTek MT6589, 4.7 inch, 1280x720, 13 MPixel, 135 gram"
"€ 208,18",Acer Liquid E600 Plus Black,"Android, 5 inch, 854x480, 8 MPixel, 158 gram"
"€ 219,59",Acer Liquid E700 Red,"Android, MediaTek MT6582, 5 inch, 1280x720, 8 MPixel, 156 gram"
,Acer Liquid Gallant E350,"Android, 4.3 inch, 960x540, 5 MPixel, 145 gram"
"€ 251,54",Acer Liquid Jade Black,"Android, MediaTek MT6582, 5 inch, 1280x720, 13 MPixel, 110 gram"
